时间,Twitter ID,用户名,正文,回复,转发,点赞
"2016-11-29, 12:48 PM",marimari_1997,_Mariach_,Saw two #teslamodel3 earlier... first thing I thought of was @DavidDobrik vlogs,0,0,1
"2016-11-29, 11:22 AM",MapleSquid,Drago,"After seeing the Self-driving demo from @elonmusk 's #teslamodel3 I'm dead set on getting one. 

PS: Please take us to Mars.",0,1,3
"2016-11-29, 11:19 AM",Autocarvid,Autocatvid,"Tesla will begin enhanced Autopilot. Tesla motors, elon musk https://youtu.be/EhXzJFYzI2A  
#TeslaMotors #ElonMusk #Autopilot  #tesla #TeslaModel3",0,0,0
"2016-11-29, 9:55 AM",TeslaClubUK,Tesla Owners Club UK,"First Principles Thinking like #elonmusk #teslamodelX #teslamodels #teslamodel3 
https://evannex.com/blogs/news/first-principles-how-to-think-like-tesla-ceo-elon-musk …",0,0,0
"2016-11-29, 9:01 AM",Bespaarenergies,M. de Loos,Kabinet wil megafabriek van #Tesla naar Nederland halen http://tinyurl.com/h7bjon2  #nieuws #gigafactory #Elonmusk #teslamodel3  #EV #pluginpic.twitter.com/sCdGNPgs1P,0,1,1
"2016-11-29, 5:48 AM",peterJwouda,Peter Wouda,The latest The Peter Wouda Daily! http://paper.li/peterJwouda?edition_id=4c161370-b621-11e6-9f3a-0cc47a0d1609 … Thanks to @Beeckestijn #teslamodels #teslamodel3,0,0,0
"2016-11-28, 3:33 PM",MarkusJonesWins,Markus Jones,"What Car? 2017 Reader Award 
Which are you looking forward to the most?
http://www.wcreaderaward.com/ 
#TeslaModel3",0,0,0
"2016-11-28, 1:20 PM",TeslaClubUK,Tesla Owners Club UK,Big plans & expectations from Porshe for their Mission E car! #tesla #model3 #teslamodel3 #elonmusk #teslamodelXhttp://www.teslarati.com/porsche-plans-sell-20000-mission-e-sedans-year/ …,1,2,3
"2016-11-28, 11:30 AM",TeslaClubUK,Tesla Owners Club UK,UK's daily mail review of the Model X #tesla #models #teslamodels #insanemode #teslamodel3 #elonmusk #teslamodelXhttp://www.dailymail.co.uk/home/event/article-3971032/Faster-supercar-roomier-SUV-eco-friendly-Tesla-s-flown-future.html …,0,1,1
"2016-11-28, 11:30 AM",Reezocar_BE,Reezocar_BE,Geen Tesla Model 3 voor eind 2018? http://buff.ly/2gxqdWR  #TeslaModel3 #Teslapic.twitter.com/U4EOyAA8Kh,0,0,1
"2016-11-27, 8:47 PM",AmazingChevVolt,Thomas J. Thias,"OP/Ahem, Forgetting? @GM | @Chevrolet @ChevyElectric #BoltEV Rolling! @Opel #AMPERAe SOON! @TeslaMotors #TeslaModel3 #MarketShare",0,0,0
"2016-11-27, 6:07 PM",ryantnt,Tim Ryan,"I'm amused when some think I have a #teslamodel3 on preorder for ""status"". It's about the environment & safety + my car is 16 y/o #haterspic.twitter.com/91KFXX1Hb9",1,0,3
"2016-11-27, 5:25 PM",evannex_com,EVANNEX for Tesla,"Which is preferred, #TeslaModel3 or #TeslaModelS CPO? Read here: http://ow.ly/MBN2306z9mt  $tsla #tesla #teslamotors #electricvehicle #EV",0,3,4
"2016-11-27, 4:29 PM",TeslaClubUK,Tesla Owners Club UK,Creative custom blinker for Tesla #tesla #model3 #teslamodel3 #elonmusk #teslamodelX #teslamodelshttp://www.teslarati.com/diy-create-custom-tesla-turn-signal-indicator-decal/ …,1,0,1
"2016-11-30, 5:34 AM",HBuxant,Henry Buxant,Ce n'est qu'un concept basé sur la #teslaModel3 mais on en salive déjà #mobiliteelectrique https://electrek.co/2016/07/15/tesla-roadster-next-generation-unofficial-renderings-convertible-model-3-platform-gallery/ … via @FredericLambert,0,0,0
"2016-11-29, 5:54 PM",2ontrack,Robin,"Does it have 18"" screen, updated over the air, no run on fossil fuel, assisted driving, nouse 1880 tech. No, #TeslaModel3",0,0,0
"2016-11-29, 2:02 PM",latenite2016,LATE NITE,"Check out this track this jawn is
#hiphop #style #music #fashion #Tesla #FuzzyNavel #CheoByrd #teslamodel3 
https://soundcloud.com/latenite2016/tesla-living-now-by-fuzzy …",0,0,0
"2016-11-29, 12:48 PM",marimari_1997,_Mariach_,Saw two #teslamodel3 earlier... first thing I thought of was @DavidDobrik vlogs,0,0,1
"2016-11-29, 11:22 AM",MapleSquid,Drago,"After seeing the Self-driving demo from @elonmusk 's #teslamodel3 I'm dead set on getting one. 

PS: Please take us to Mars.",0,1,3
"2016-11-29, 11:19 AM",Autocarvid,Autocatvid,"Tesla will begin enhanced Autopilot. Tesla motors, elon musk https://youtu.be/EhXzJFYzI2A  
#TeslaMotors #ElonMusk #Autopilot  #tesla #TeslaModel3",0,0,0
"2016-11-29, 9:55 AM",TeslaClubUK,Tesla Owners Club UK,"First Principles Thinking like #elonmusk #teslamodelX #teslamodels #teslamodel3 
https://evannex.com/blogs/news/first-principles-how-to-think-like-tesla-ceo-elon-musk …",0,0,0
"2016-11-29, 9:01 AM",Bespaarenergies,M. de Loos,Kabinet wil megafabriek van #Tesla naar Nederland halen http://tinyurl.com/h7bjon2  #nieuws #gigafactory #Elonmusk #teslamodel3  #EV #pluginpic.twitter.com/sCdGNPgs1P,0,1,1
"2016-11-29, 5:48 AM",peterJwouda,Peter Wouda,The latest The Peter Wouda Daily! http://paper.li/peterJwouda?edition_id=4c161370-b621-11e6-9f3a-0cc47a0d1609 … Thanks to @Beeckestijn #teslamodels #teslamodel3,0,0,0
"2016-11-28, 3:33 PM",MarkusJonesWins,Markus Jones,"What Car? 2017 Reader Award 
Which are you looking forward to the most?
http://www.wcreaderaward.com/ 
#TeslaModel3",0,0,0
"2016-11-28, 1:20 PM",TeslaClubUK,Tesla Owners Club UK,Big plans & expectations from Porshe for their Mission E car! #tesla #model3 #teslamodel3 #elonmusk #teslamodelXhttp://www.teslarati.com/porsche-plans-sell-20000-mission-e-sedans-year/ …,1,2,3
"2016-11-28, 11:30 AM",TeslaClubUK,Tesla Owners Club UK,UK's daily mail review of the Model X #tesla #models #teslamodels #insanemode #teslamodel3 #elonmusk #teslamodelXhttp://www.dailymail.co.uk/home/event/article-3971032/Faster-supercar-roomier-SUV-eco-friendly-Tesla-s-flown-future.html …,0,1,1
"2016-11-28, 11:30 AM",Reezocar_BE,Reezocar_BE,Geen Tesla Model 3 voor eind 2018? http://buff.ly/2gxqdWR  #TeslaModel3 #Teslapic.twitter.com/U4EOyAA8Kh,0,0,1
"2016-11-27, 8:47 PM",AmazingChevVolt,Thomas J. Thias,"OP/Ahem, Forgetting? @GM | @Chevrolet @ChevyElectric #BoltEV Rolling! @Opel #AMPERAe SOON! @TeslaMotors #TeslaModel3 #MarketShare",0,0,0
"2016-11-27, 6:07 PM",ryantnt,Tim Ryan,"I'm amused when some think I have a #teslamodel3 on preorder for ""status"". It's about the environment & safety + my car is 16 y/o #haterspic.twitter.com/91KFXX1Hb9",1,0,3
"2016-11-27, 5:25 PM",evannex_com,EVANNEX for Tesla,"Which is preferred, #TeslaModel3 or #TeslaModelS CPO? Read here: http://ow.ly/MBN2306z9mt  $tsla #tesla #teslamotors #electricvehicle #EV",0,3,4
"2016-11-27, 4:29 PM",TeslaClubUK,Tesla Owners Club UK,Creative custom blinker for Tesla #tesla #model3 #teslamodel3 #elonmusk #teslamodelX #teslamodelshttp://www.teslarati.com/diy-create-custom-tesla-turn-signal-indicator-decal/ …,1,0,1
"2016-11-27, 12:13 PM",evannex_com,EVANNEX for Tesla,Is this a way the #TeslaModel3 manufacturing approach could be simplified? Read here: http://ow.ly/G9O5306yOZp  $tsla #tesla #teslamotors #EV,0,5,4
"2016-11-27, 10:46 AM",AmazingChevVolt,Thomas J. Thias,"OPINION/ Fist Fights May Happen, CA, OR Dealerships This Week As @Chevrolet #BoltEV Release! Push For #MarketShare, #TeslaModel3 Nears",0,0,0
"2016-11-29, 5:54 PM",2ontrack,Robin,"Does it have 18"" screen, updated over the air, no run on fossil fuel, assisted driving, nouse 1880 tech. No, #TeslaModel3",0,0,0
"2016-11-29, 2:02 PM",latenite2016,LATE NITE,"Check out this track this jawn is
#hiphop #style #music #fashion #Tesla #FuzzyNavel #CheoByrd #teslamodel3 
https://soundcloud.com/latenite2016/tesla-living-now-by-fuzzy …",0,0,0
"2016-11-29, 12:48 PM",marimari_1997,_Mariach_,Saw two #teslamodel3 earlier... first thing I thought of was @DavidDobrik vlogs,0,0,1
"2016-11-29, 11:22 AM",MapleSquid,Drago,"After seeing the Self-driving demo from @elonmusk 's #teslamodel3 I'm dead set on getting one. 

PS: Please take us to Mars.",0,1,3
"2016-11-29, 11:19 AM",Autocarvid,Autocatvid,"Tesla will begin enhanced Autopilot. Tesla motors, elon musk https://youtu.be/EhXzJFYzI2A  
#TeslaMotors #ElonMusk #Autopilot  #tesla #TeslaModel3",0,0,0
"2016-11-29, 9:55 AM",TeslaClubUK,Tesla Owners Club UK,"First Principles Thinking like #elonmusk #teslamodelX #teslamodels #teslamodel3 
https://evannex.com/blogs/news/first-principles-how-to-think-like-tesla-ceo-elon-musk …",0,0,0
"2016-11-29, 9:01 AM",Bespaarenergies,M. de Loos,Kabinet wil megafabriek van #Tesla naar Nederland halen http://tinyurl.com/h7bjon2  #nieuws #gigafactory #Elonmusk #teslamodel3  #EV #pluginpic.twitter.com/sCdGNPgs1P,0,1,1
"2016-11-29, 5:48 AM",peterJwouda,Peter Wouda,The latest The Peter Wouda Daily! http://paper.li/peterJwouda?edition_id=4c161370-b621-11e6-9f3a-0cc47a0d1609 … Thanks to @Beeckestijn #teslamodels #teslamodel3,0,0,0
"2016-11-28, 3:33 PM",MarkusJonesWins,Markus Jones,"What Car? 2017 Reader Award 
Which are you looking forward to the most?
http://www.wcreaderaward.com/ 
#TeslaModel3",0,0,0
"2016-11-28, 1:20 PM",TeslaClubUK,Tesla Owners Club UK,Big plans & expectations from Porshe for their Mission E car! #tesla #model3 #teslamodel3 #elonmusk #teslamodelXhttp://www.teslarati.com/porsche-plans-sell-20000-mission-e-sedans-year/ …,1,2,3
"2016-11-28, 11:30 AM",TeslaClubUK,Tesla Owners Club UK,UK's daily mail review of the Model X #tesla #models #teslamodels #insanemode #teslamodel3 #elonmusk #teslamodelXhttp://www.dailymail.co.uk/home/event/article-3971032/Faster-supercar-roomier-SUV-eco-friendly-Tesla-s-flown-future.html …,0,1,1
"2016-11-28, 11:30 AM",Reezocar_BE,Reezocar_BE,Geen Tesla Model 3 voor eind 2018? http://buff.ly/2gxqdWR  #TeslaModel3 #Teslapic.twitter.com/U4EOyAA8Kh,0,0,1
"2016-11-27, 8:47 PM",AmazingChevVolt,Thomas J. Thias,"OP/Ahem, Forgetting? @GM | @Chevrolet @ChevyElectric #BoltEV Rolling! @Opel #AMPERAe SOON! @TeslaMotors #TeslaModel3 #MarketShare",0,0,0
"2016-11-27, 6:07 PM",ryantnt,Tim Ryan,"I'm amused when some think I have a #teslamodel3 on preorder for ""status"". It's about the environment & safety + my car is 16 y/o #haterspic.twitter.com/91KFXX1Hb9",1,0,3
"2016-11-27, 5:25 PM",evannex_com,EVANNEX for Tesla,"Which is preferred, #TeslaModel3 or #TeslaModelS CPO? Read here: http://ow.ly/MBN2306z9mt  $tsla #tesla #teslamotors #electricvehicle #EV",0,3,4
"2016-11-27, 4:29 PM",TeslaClubUK,Tesla Owners Club UK,Creative custom blinker for Tesla #tesla #model3 #teslamodel3 #elonmusk #teslamodelX #teslamodelshttp://www.teslarati.com/diy-create-custom-tesla-turn-signal-indicator-decal/ …,1,0,1
"2016-11-27, 12:13 PM",evannex_com,EVANNEX for Tesla,Is this a way the #TeslaModel3 manufacturing approach could be simplified? Read here: http://ow.ly/G9O5306yOZp  $tsla #tesla #teslamotors #EV,0,5,4
"2016-11-27, 10:46 AM",AmazingChevVolt,Thomas J. Thias,"OPINION/ Fist Fights May Happen, CA, OR Dealerships This Week As @Chevrolet #BoltEV Release! Push For #MarketShare, #TeslaModel3 Nears",0,0,0
"2016-11-26, 6:15 PM",HOPE4THE_FUTURE,BIG AL,#Tesla #Model3 - Quick Overview http://www.xautoworld.com/news/tesla-model-3-quick-overview/ … #Tesla #TeslaModel3 via @XAutoWorld100,0,0,0
"2016-11-29, 5:54 PM",2ontrack,Robin,"Does it have 18"" screen, updated over the air, no run on fossil fuel, assisted driving, nouse 1880 tech. No, #TeslaModel3",0,0,0
"2016-11-29, 2:02 PM",latenite2016,LATE NITE,"Check out this track this jawn is
#hiphop #style #music #fashion #Tesla #FuzzyNavel #CheoByrd #teslamodel3 
https://soundcloud.com/latenite2016/tesla-living-now-by-fuzzy …",0,0,0
"2016-11-29, 12:48 PM",marimari_1997,_Mariach_,Saw two #teslamodel3 earlier... first thing I thought of was @DavidDobrik vlogs,0,0,1
"2016-11-29, 11:22 AM",MapleSquid,Drago,"After seeing the Self-driving demo from @elonmusk 's #teslamodel3 I'm dead set on getting one. 

PS: Please take us to Mars.",0,1,3
"2016-11-29, 11:19 AM",Autocarvid,Autocatvid,"Tesla will begin enhanced Autopilot. Tesla motors, elon musk https://youtu.be/EhXzJFYzI2A  
#TeslaMotors #ElonMusk #Autopilot  #tesla #TeslaModel3",0,0,0
"2016-11-29, 9:55 AM",TeslaClubUK,Tesla Owners Club UK,"First Principles Thinking like #elonmusk #teslamodelX #teslamodels #teslamodel3 
https://evannex.com/blogs/news/first-principles-how-to-think-like-tesla-ceo-elon-musk …",0,0,0
"2016-11-29, 9:01 AM",Bespaarenergies,M. de Loos,Kabinet wil megafabriek van #Tesla naar Nederland halen http://tinyurl.com/h7bjon2  #nieuws #gigafactory #Elonmusk #teslamodel3  #EV #pluginpic.twitter.com/sCdGNPgs1P,0,1,1
"2016-11-29, 5:48 AM",peterJwouda,Peter Wouda,The latest The Peter Wouda Daily! http://paper.li/peterJwouda?edition_id=4c161370-b621-11e6-9f3a-0cc47a0d1609 … Thanks to @Beeckestijn #teslamodels #teslamodel3,0,0,0
"2016-11-28, 3:33 PM",MarkusJonesWins,Markus Jones,"What Car? 2017 Reader Award 
Which are you looking forward to the most?
http://www.wcreaderaward.com/ 
#TeslaModel3",0,0,0
"2016-11-28, 1:20 PM",TeslaClubUK,Tesla Owners Club UK,Big plans & expectations from Porshe for their Mission E car! #tesla #model3 #teslamodel3 #elonmusk #teslamodelXhttp://www.teslarati.com/porsche-plans-sell-20000-mission-e-sedans-year/ …,1,2,3
"2016-11-28, 11:30 AM",TeslaClubUK,Tesla Owners Club UK,UK's daily mail review of the Model X #tesla #models #teslamodels #insanemode #teslamodel3 #elonmusk #teslamodelXhttp://www.dailymail.co.uk/home/event/article-3971032/Faster-supercar-roomier-SUV-eco-friendly-Tesla-s-flown-future.html …,0,1,1
"2016-11-28, 11:30 AM",Reezocar_BE,Reezocar_BE,Geen Tesla Model 3 voor eind 2018? http://buff.ly/2gxqdWR  #TeslaModel3 #Teslapic.twitter.com/U4EOyAA8Kh,0,0,1
"2016-11-27, 8:47 PM",AmazingChevVolt,Thomas J. Thias,"OP/Ahem, Forgetting? @GM | @Chevrolet @ChevyElectric #BoltEV Rolling! @Opel #AMPERAe SOON! @TeslaMotors #TeslaModel3 #MarketShare",0,0,0
"2016-11-27, 6:07 PM",ryantnt,Tim Ryan,"I'm amused when some think I have a #teslamodel3 on preorder for ""status"". It's about the environment & safety + my car is 16 y/o #haterspic.twitter.com/91KFXX1Hb9",1,0,3
"2016-11-27, 5:25 PM",evannex_com,EVANNEX for Tesla,"Which is preferred, #TeslaModel3 or #TeslaModelS CPO? Read here: http://ow.ly/MBN2306z9mt  $tsla #tesla #teslamotors #electricvehicle #EV",0,3,4
"2016-11-27, 4:29 PM",TeslaClubUK,Tesla Owners Club UK,Creative custom blinker for Tesla #tesla #model3 #teslamodel3 #elonmusk #teslamodelX #teslamodelshttp://www.teslarati.com/diy-create-custom-tesla-turn-signal-indicator-decal/ …,1,0,1
"2016-11-27, 12:13 PM",evannex_com,EVANNEX for Tesla,Is this a way the #TeslaModel3 manufacturing approach could be simplified? Read here: http://ow.ly/G9O5306yOZp  $tsla #tesla #teslamotors #EV,0,5,4
"2016-11-27, 10:46 AM",AmazingChevVolt,Thomas J. Thias,"OPINION/ Fist Fights May Happen, CA, OR Dealerships This Week As @Chevrolet #BoltEV Release! Push For #MarketShare, #TeslaModel3 Nears",0,0,0
"2016-11-26, 6:15 PM",HOPE4THE_FUTURE,BIG AL,#Tesla #Model3 - Quick Overview http://www.xautoworld.com/news/tesla-model-3-quick-overview/ … #Tesla #TeslaModel3 via @XAutoWorld100,0,0,0
"2016-11-29, 2:02 PM",latenite2016,LATE NITE,"Check out this track this jawn is
#hiphop #style #music #fashion #Tesla #FuzzyNavel #CheoByrd #teslamodel3 
https://soundcloud.com/latenite2016/tesla-living-now-by-fuzzy …",0,0,0
"2016-11-29, 12:48 PM",marimari_1997,_Mariach_,Saw two #teslamodel3 earlier... first thing I thought of was @DavidDobrik vlogs,0,0,1
"2016-11-29, 11:22 AM",MapleSquid,Drago,"After seeing the Self-driving demo from @elonmusk 's #teslamodel3 I'm dead set on getting one. 

PS: Please take us to Mars.",0,1,3
"2016-11-29, 11:19 AM",Autocarvid,Autocatvid,"Tesla will begin enhanced Autopilot. Tesla motors, elon musk https://youtu.be/EhXzJFYzI2A  
#TeslaMotors #ElonMusk #Autopilot  #tesla #TeslaModel3",0,0,0
"2016-11-29, 9:55 AM",TeslaClubUK,Tesla Owners Club UK,"First Principles Thinking like #elonmusk #teslamodelX #teslamodels #teslamodel3 
https://evannex.com/blogs/news/first-principles-how-to-think-like-tesla-ceo-elon-musk …",0,0,0
"2016-11-29, 9:01 AM",Bespaarenergies,M. de Loos,Kabinet wil megafabriek van #Tesla naar Nederland halen http://tinyurl.com/h7bjon2  #nieuws #gigafactory #Elonmusk #teslamodel3  #EV #pluginpic.twitter.com/sCdGNPgs1P,0,1,1
"2016-11-29, 5:48 AM",peterJwouda,Peter Wouda,The latest The Peter Wouda Daily! http://paper.li/peterJwouda?edition_id=4c161370-b621-11e6-9f3a-0cc47a0d1609 … Thanks to @Beeckestijn #teslamodels #teslamodel3,0,0,0
"2016-11-28, 3:33 PM",MarkusJonesWins,Markus Jones,"What Car? 2017 Reader Award 
Which are you looking forward to the most?
http://www.wcreaderaward.com/ 
#TeslaModel3",0,0,0
"2016-11-28, 1:20 PM",TeslaClubUK,Tesla Owners Club UK,Big plans & expectations from Porshe for their Mission E car! #tesla #model3 #teslamodel3 #elonmusk #teslamodelXhttp://www.teslarati.com/porsche-plans-sell-20000-mission-e-sedans-year/ …,1,2,3
"2016-11-28, 11:30 AM",TeslaClubUK,Tesla Owners Club UK,UK's daily mail review of the Model X #tesla #models #teslamodels #insanemode #teslamodel3 #elonmusk #teslamodelXhttp://www.dailymail.co.uk/home/event/article-3971032/Faster-supercar-roomier-SUV-eco-friendly-Tesla-s-flown-future.html …,0,1,1
"2016-11-28, 11:30 AM",Reezocar_BE,Reezocar_BE,Geen Tesla Model 3 voor eind 2018? http://buff.ly/2gxqdWR  #TeslaModel3 #Teslapic.twitter.com/U4EOyAA8Kh,0,0,1
"2016-11-27, 8:47 PM",AmazingChevVolt,Thomas J. Thias,"OP/Ahem, Forgetting? @GM | @Chevrolet @ChevyElectric #BoltEV Rolling! @Opel #AMPERAe SOON! @TeslaMotors #TeslaModel3 #MarketShare",0,0,0
"2016-11-27, 6:07 PM",ryantnt,Tim Ryan,"I'm amused when some think I have a #teslamodel3 on preorder for ""status"". It's about the environment & safety + my car is 16 y/o #haterspic.twitter.com/91KFXX1Hb9",1,0,3
"2016-11-27, 5:25 PM",evannex_com,EVANNEX for Tesla,"Which is preferred, #TeslaModel3 or #TeslaModelS CPO? Read here: http://ow.ly/MBN2306z9mt  $tsla #tesla #teslamotors #electricvehicle #EV",0,3,4
"2016-11-27, 4:29 PM",TeslaClubUK,Tesla Owners Club UK,Creative custom blinker for Tesla #tesla #model3 #teslamodel3 #elonmusk #teslamodelX #teslamodelshttp://www.teslarati.com/diy-create-custom-tesla-turn-signal-indicator-decal/ …,1,0,1
"2016-11-27, 12:13 PM",evannex_com,EVANNEX for Tesla,Is this a way the #TeslaModel3 manufacturing approach could be simplified? Read here: http://ow.ly/G9O5306yOZp  $tsla #tesla #teslamotors #EV,0,5,4
"2016-11-27, 10:46 AM",AmazingChevVolt,Thomas J. Thias,"OPINION/ Fist Fights May Happen, CA, OR Dealerships This Week As @Chevrolet #BoltEV Release! Push For #MarketShare, #TeslaModel3 Nears",0,0,0
"2016-11-26, 6:15 PM",HOPE4THE_FUTURE,BIG AL,#Tesla #Model3 - Quick Overview http://www.xautoworld.com/news/tesla-model-3-quick-overview/ … #Tesla #TeslaModel3 via @XAutoWorld100,0,0,0
"2016-11-26, 5:21 PM",StephanLangenau,Stephan,"One of my dream Cars ...

#Tesla #Tesla3 #Model3 #TeslaModel3 #Car #Dreamcar #electriccar #Nerd… https://www.instagram.com/p/BNSjhOhgaba/",0,0,0
"2016-11-29, 5:48 AM",peterJwouda,Peter Wouda,The latest The Peter Wouda Daily! http://paper.li/peterJwouda?edition_id=4c161370-b621-11e6-9f3a-0cc47a0d1609 … Thanks to @Beeckestijn #teslamodels #teslamodel3,0,0,0
"2016-11-28, 3:33 PM",MarkusJonesWins,Markus Jones,"What Car? 2017 Reader Award 
Which are you looking forward to the most?
http://www.wcreaderaward.com/ 
#TeslaModel3",0,0,0
"2016-11-28, 1:20 PM",TeslaClubUK,Tesla Owners Club UK,Big plans & expectations from Porshe for their Mission E car! #tesla #model3 #teslamodel3 #elonmusk #teslamodelXhttp://www.teslarati.com/porsche-plans-sell-20000-mission-e-sedans-year/ …,1,2,3
"2016-11-28, 11:30 AM",TeslaClubUK,Tesla Owners Club UK,UK's daily mail review of the Model X #tesla #models #teslamodels #insanemode #teslamodel3 #elonmusk #teslamodelXhttp://www.dailymail.co.uk/home/event/article-3971032/Faster-supercar-roomier-SUV-eco-friendly-Tesla-s-flown-future.html …,0,1,1
"2016-11-28, 11:30 AM",Reezocar_BE,Reezocar_BE,Geen Tesla Model 3 voor eind 2018? http://buff.ly/2gxqdWR  #TeslaModel3 #Teslapic.twitter.com/U4EOyAA8Kh,0,0,1
"2016-11-27, 8:47 PM",AmazingChevVolt,Thomas J. Thias,"OP/Ahem, Forgetting? @GM | @Chevrolet @ChevyElectric #BoltEV Rolling! @Opel #AMPERAe SOON! @TeslaMotors #TeslaModel3 #MarketShare",0,0,0
"2016-11-27, 6:07 PM",ryantnt,Tim Ryan,"I'm amused when some think I have a #teslamodel3 on preorder for ""status"". It's about the environment & safety + my car is 16 y/o #haterspic.twitter.com/91KFXX1Hb9",1,0,3
"2016-11-27, 5:25 PM",evannex_com,EVANNEX for Tesla,"Which is preferred, #TeslaModel3 or #TeslaModelS CPO? Read here: http://ow.ly/MBN2306z9mt  $tsla #tesla #teslamotors #electricvehicle #EV",0,3,4
"2016-11-27, 4:29 PM",TeslaClubUK,Tesla Owners Club UK,Creative custom blinker for Tesla #tesla #model3 #teslamodel3 #elonmusk #teslamodelX #teslamodelshttp://www.teslarati.com/diy-create-custom-tesla-turn-signal-indicator-decal/ …,1,0,1
"2016-11-27, 12:13 PM",evannex_com,EVANNEX for Tesla,Is this a way the #TeslaModel3 manufacturing approach could be simplified? Read here: http://ow.ly/G9O5306yOZp  $tsla #tesla #teslamotors #EV,0,5,4
"2016-11-27, 10:46 AM",AmazingChevVolt,Thomas J. Thias,"OPINION/ Fist Fights May Happen, CA, OR Dealerships This Week As @Chevrolet #BoltEV Release! Push For #MarketShare, #TeslaModel3 Nears",0,0,0
"2016-11-26, 6:15 PM",HOPE4THE_FUTURE,BIG AL,#Tesla #Model3 - Quick Overview http://www.xautoworld.com/news/tesla-model-3-quick-overview/ … #Tesla #TeslaModel3 via @XAutoWorld100,0,0,0
"2016-11-26, 5:21 PM",StephanLangenau,Stephan,"One of my dream Cars ...

#Tesla #Tesla3 #Model3 #TeslaModel3 #Car #Dreamcar #electriccar #Nerd… https://www.instagram.com/p/BNSjhOhgaba/",0,0,0
"2016-11-26, 4:03 PM",DeathConElite,Manny Munoz,#TeslaModel3 https://twitter.com/deathconelite/status/802616901788663808 …,0,0,0
"2016-11-26, 1:58 PM",appcart_us,Find App,#Tesla #TeslaModel3 – Tesla Model 3: Affordability Is A Big Deception? : After seeing the promos on Tesla’s future… http://dlvr.it/MlWVSL pic.twitter.com/LrsWRAnPdw,0,0,0
"2016-11-28, 3:33 PM",MarkusJonesWins,Markus Jones,"What Car? 2017 Reader Award 
Which are you looking forward to the most?
http://www.wcreaderaward.com/ 
#TeslaModel3",0,0,0
"2016-11-28, 1:20 PM",TeslaClubUK,Tesla Owners Club UK,Big plans & expectations from Porshe for their Mission E car! #tesla #model3 #teslamodel3 #elonmusk #teslamodelXhttp://www.teslarati.com/porsche-plans-sell-20000-mission-e-sedans-year/ …,1,2,3
"2016-11-28, 11:30 AM",TeslaClubUK,Tesla Owners Club UK,UK's daily mail review of the Model X #tesla #models #teslamodels #insanemode #teslamodel3 #elonmusk #teslamodelXhttp://www.dailymail.co.uk/home/event/article-3971032/Faster-supercar-roomier-SUV-eco-friendly-Tesla-s-flown-future.html …,0,1,1
"2016-11-28, 11:30 AM",Reezocar_BE,Reezocar_BE,Geen Tesla Model 3 voor eind 2018? http://buff.ly/2gxqdWR  #TeslaModel3 #Teslapic.twitter.com/U4EOyAA8Kh,0,0,1
"2016-11-27, 8:47 PM",AmazingChevVolt,Thomas J. Thias,"OP/Ahem, Forgetting? @GM | @Chevrolet @ChevyElectric #BoltEV Rolling! @Opel #AMPERAe SOON! @TeslaMotors #TeslaModel3 #MarketShare",0,0,0
"2016-11-27, 6:07 PM",ryantnt,Tim Ryan,"I'm amused when some think I have a #teslamodel3 on preorder for ""status"". It's about the environment & safety + my car is 16 y/o #haterspic.twitter.com/91KFXX1Hb9",1,0,3
"2016-11-27, 5:25 PM",evannex_com,EVANNEX for Tesla,"Which is preferred, #TeslaModel3 or #TeslaModelS CPO? Read here: http://ow.ly/MBN2306z9mt  $tsla #tesla #teslamotors #electricvehicle #EV",0,3,4
"2016-11-27, 4:29 PM",TeslaClubUK,Tesla Owners Club UK,Creative custom blinker for Tesla #tesla #model3 #teslamodel3 #elonmusk #teslamodelX #teslamodelshttp://www.teslarati.com/diy-create-custom-tesla-turn-signal-indicator-decal/ …,1,0,1
"2016-11-27, 12:13 PM",evannex_com,EVANNEX for Tesla,Is this a way the #TeslaModel3 manufacturing approach could be simplified? Read here: http://ow.ly/G9O5306yOZp  $tsla #tesla #teslamotors #EV,0,5,4
"2016-11-27, 10:46 AM",AmazingChevVolt,Thomas J. Thias,"OPINION/ Fist Fights May Happen, CA, OR Dealerships This Week As @Chevrolet #BoltEV Release! Push For #MarketShare, #TeslaModel3 Nears",0,0,0
"2016-11-26, 6:15 PM",HOPE4THE_FUTURE,BIG AL,#Tesla #Model3 - Quick Overview http://www.xautoworld.com/news/tesla-model-3-quick-overview/ … #Tesla #TeslaModel3 via @XAutoWorld100,0,0,0
"2016-11-26, 5:21 PM",StephanLangenau,Stephan,"One of my dream Cars ...

#Tesla #Tesla3 #Model3 #TeslaModel3 #Car #Dreamcar #electriccar #Nerd… https://www.instagram.com/p/BNSjhOhgaba/",0,0,0
"2016-11-26, 4:03 PM",DeathConElite,Manny Munoz,#TeslaModel3 https://twitter.com/deathconelite/status/802616901788663808 …,0,0,0
"2016-11-26, 1:58 PM",appcart_us,Find App,#Tesla #TeslaModel3 – Tesla Model 3: Affordability Is A Big Deception? : After seeing the promos on Tesla’s future… http://dlvr.it/MlWVSL pic.twitter.com/LrsWRAnPdw,0,0,0
"2016-11-28, 3:33 PM",MarkusJonesWins,Markus Jones,"What Car? 2017 Reader Award 
Which are you looking forward to the most?
http://www.wcreaderaward.com/ 
#TeslaModel3",0,0,0
